config-benchmark,Config_ID,Bench_ID,Core.Area,Core.Leakage,Core.Dynamic,IFU.Dynamic,IC.Dynamic,BTB.Dynamic,BP.Dynamic,GP.Dynamic,L1_LP.Dynamic,L2_LP.Dynamic,Chooser.Dynamic,RAS.Dynamic,Inst_Buff.Dynamic,Inst_Dec.Dynamic,RNU.Dynamic,Int_RRAT.Dynamic,FP_RRAT.Dynamic,Free_List.Dynamic,FP_List.Dynamic,LSU.Dynamic,DC.Dynamic,LDQ.Dynamic,STQ.Dynamic,MMU.Dynamic,Itlb.Dynamic,Dtlb.Dynamic,EXU.Dynamic,RF.Dynamic,Int_RF.Dynamic,FP_RF.Dynamic,Ins_Sche.Dynamic,Inst_Win.Dynamic,FP_Win.Dynamic,ROB.Dynamic,Int_ALU.Dynamic,FPU.Dynamic,Com_ALU.Dynamic,Rslt_BB.Dynamic,fetchWidth,decodeWidth,FetchBufferEntry,RobEntrry,IntPhysRegister,FpPhysRegister,LdqEntry,StqEntry,BrCount,MemIssueWidth,IntIssueWidth,FpIssueWidth,DCacheWay,DCacheMSHR,DCacheTLBEntry,ICacheWay,ICacheTLBEntry,ICachefetchBytes,ipc_total,cpi_total,numCycles,idleCycles,BTBLookups,condPredicted,condIncorrect,int_insts,fp_insts,loads,function_calls,SquashedInsts,commitInsts,commit_per_cycle,commitRefs,branches,dec.RunCycles,dec.BlockedCycles,DecodedInsts,dtb.accesses,dtb.misses,fetch.Insts,fetch.Branches,fetch.Cycles,iew.exec_refs,iew.exec_stores,iew.ExecutedInsts,iew.wb_count,iew.exec_branches,iq.issued_per_cycle,int_inst_que_reads,int_inst_que_writes,int_inst_que_wakeup,fp_inst_que_reads,fp_inst_que_writes,fp_inst_que_wakeup,int_alu_accesses,fp_alu_accesses,FU_total,FU_MemRead,FU_MemWrite,FU_FpMemRead,FU_FpMemWrite,FU_IntAlu,FU_IntMult,FU_IntDiv,FU_FpMult,FU_FpDiv,fu_busy_cnt ,itb.accesses,itb.misses,mem.conflictLoads,mem.conflictStores,mem.insertLoads,mem.insertStores,int_rename_lookups,RenamedOperands,fp_rename_lookups,RenamedInsts,rename.RunCycles,rename.BlockCycles,rename.Maps,rob_reads,rob_writes,l2.accesses,l2.misses,l2.tags.refs,mem_ctrls.reads,mem_ctrls.writes,mem_ctrls.bytes_read,icache.accesses,icache.misses,icache.mshr_hits,icache.mshr_misses,icache.tags_refs,icache.tag_accesses,dcache.Reads,dcache.Writes,dcache.Readmisses,dcache.Writemisses,dcache.accesses,dcache.misses,dcache.mshr_hits,dcache.mshr_misses,dcache.tags_refs,dcache.tags_accesses,int_regfile_reads,fp_regfile_reads,int_regfile_writes,fp_regfile_writes
GigaBoomSEConfig-mergesort.riscv,2,43,0.818366,0.00369551,0.06122,0.020648,0.00948164,0.00447125,0.000377927,8.22E-05,0.00010003,5.48E-05,8.22E-05,5.88E-05,0.0032357,0.00300228,0.00373456,0.00312786,1.99E-05,0.000426273,2.07E-06,0.0220515,0.0183374,0.00121163,0.00242325,0.000118864,0,0,0.0146671,0.00380581,0.00377276,3.31E-05,0.00926356,0.00395833,2.93E-05,0.0052759,0.00143017,4.08E-05,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,2.289249,0.436824,301764,1048,24542,30302,2292,688413,7400,243614,34347,64456,690813,291369,340380,60756,163074,46363,774187,0,0,788041,68927,152000,364393,101229,730355,726059,63427,300716,1830517,812352,718639,15044,7476,7420,802018,7618,733832,261795,101923,2606,414,361668,1018,1,600,801,0,0,0,78322,27318,268219,106306,957681,629120,6225,766353,174858,8013,567638,1010889,1519952,144,71,227,154,0,9856,143811,112,29,83,143781,1150570,161215,96766,86,175,257981,261,200,61,257781,2063909,909156,6213,591653,6209
GigaBoomSEConfig-minver.riscv,2,44,0.818366,0.00369551,0.0293868,0.0124391,0.00696953,0.00222402,0.000362007,9.01E-05,0.000112516,6.09E-05,9.01E-05,8.46E-06,0.00145463,0.00134969,0.00218177,0.00166855,0.000112676,0.000230159,1.19E-05,0.00700888,0.00602397,0.000301891,0.000603781,0.000118864,0,0,0.00763813,0.00165534,0.00152232,0.00013319,0.00504934,0.00191293,0.000189085,0.00294733,0.000608146,0.000198515,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,0.812814,1.230293,6961,1271,745,709,174,5520,698,1466,114,3458,5658,5103,1984,423,2536,590,10668,0,0,11944,1149,2036,2659,655,7308,7152,601,5690,20513,11278,6342,1706,1410,810,7867,856,7610,1686,520,416,203,4547,4,4,44,20,0,0,0,529,83,2285,934,11778,8388,814,10084,2496,366,4831,13929,18822,97,49,158,110,0,7040,2167,102,26,76,2141,17412,1464,518,13,41,1982,54,33,21,1949,15877,8289,565,5608,584
GigaBoomSEConfig-multiply.riscv,2,45,0.818366,0.00369551,0.0383684,0.0153516,0.00699436,0.00427894,0.000638713,0.000163045,0.000199169,0.00010889,0.000163045,4.56E-06,0.00174305,0.00161731,0.00251741,0.00209727,3.92E-10,0.000261657,6.61E-10,0.0116575,0.00981348,0.00058825,0.0011765,0.000118864,0,0,0.00872302,0.00192816,0.00192817,1.01E-08,0.00592995,0.00240301,0,0.00352693,0.000738135,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.124043,0.889646,58520,2802,10846,11548,1111,65779,0,19328,517,26596,65779,51819,30736,7554,12090,21629,100194,0,0,111454,12621,32005,36174,12968,75831,74891,8205,55718,212858,119094,74891,0,0,0,80273,0,76661,23336,13205,0,0,40104,5,1,0,0,0,0,0,21124,9657,27780,16464,125018,69973,24022,97001,18024,8073,47334,140951,188652,210,100,348,238,0,15232,20101,190,40,150,20061,160958,15007,11408,54,88,26415,142,82,60,26333,211380,97119,19364,54530,20623
GigaBoomSEConfig-ndes.riscv,2,46,0.818366,0.00369551,0.0553213,0.0179839,0.00804538,0.00369669,0.000350145,8.27E-05,0.000100953,5.52E-05,8.27E-05,2.86E-05,0.00301495,0.00279746,0.00345823,0.00290294,3.20E-10,0.000396812,5.39E-10,0.0198831,0.0169628,0.000947006,0.00189401,0.000118864,0,0,0.0138773,0.00346842,0.00346842,8.27E-09,0.00881536,0.00386124,0,0.00495412,0.00146671,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,2.112536,0.473365,71764,1691,8108,7198,661,151604,0,40038,3970,16171,151604,67699,63347,10004,35537,12540,173041,0,0,176898,12073,38798,67695,23890,161539,159481,10584,70073,429467,184027,159481,0,0,0,195605,0,162610,44153,24189,0,0,94265,1,1,0,0,0,0,0,8966,2479,43908,25164,211344,138642,814,171218,40963,3445,122261,227504,337927,306,127,495,316,0,20224,28696,142,36,106,28659,229673,32557,23309,321,538,55866,859,658,201,55208,447129,198270,565,129646,584
GigaBoomSEConfig-petrinet.riscv,2,47,0.818366,0.00369551,0.0347983,0.0186588,0.00768111,0.0069623,0.00074179,0.000188465,0.00022811,0.000125231,0.000188465,1.15E-05,0.00165696,0.00153743,0.00191985,0.00154975,1.78E-09,0.000211611,3.00E-09,0.00634572,0.00539613,0.000290117,0.000580234,0.000118864,0,0,0.00775508,0.00185919,0.00185923,4.59E-08,0.00506883,0.00215687,0,0.00291196,0.000700271,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.186682,0.842686,12915,2404,3162,3024,125,15326,0,3116,288,1263,15326,10277,3459,3146,4952,148,17068,0,0,17490,3487,4666,3626,362,15902,15861,3236,10511,43449,17874,15861,0,0,0,16807,0,16083,3299,425,0,0,12351,4,3,0,0,0,0,0,137,29,3381,505,20306,13296,814,16897,4907,123,12125,26815,33415,104,50,181,129,0,8256,4720,102,10,92,4709,37851,3079,343,10,26,3422,36,24,12,3398,27388,18933,565,12620,584
GigaBoomSEConfig-prime.riscv,2,48,0.818366,0.00369551,0.0354252,0.0160786,0.0079406,0.00416973,0.000289729,6.17E-05,7.58E-05,4.13E-05,6.17E-05,4.92E-05,0.001867,0.00173232,0.00213707,0.00173378,1.77E-09,0.000244807,2.99E-09,0.00724154,0.00566802,0.000498096,0.000996192,0.000118864,0,0,0.00984916,0.0021255,0.00212554,4.58E-08,0.00624341,0.00297568,0,0.00326773,0.00135346,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.251931,0.798766,12948,784,1699,951,125,16210,0,3703,1234,2657,16210,11758,5790,2007,3514,4535,19462,0,0,20211,2518,6401,6662,2353,17987,17922,2187,12164,63001,21535,17922,0,0,0,32567,0,18168,4324,2392,0,0,10684,344,423,0,0,0,0,0,1737,52,4363,2452,22739,15748,814,19204,4244,1774,13350,29522,38141,46,24,77,55,0,3520,5062,43,7,36,5055,40532,1153,2087,8,16,3240,24,14,10,3226,25930,21179,565,14770,584
GigaBoomSEConfig-qsort.riscv,2,49,0.818366,0.00369551,0.0379987,0.0148269,0.0079675,0.00320367,0.000614632,0.000155383,0.000191006,0.000104133,0.000155383,8.73E-06,0.00153636,0.00142553,0.00248949,0.00205901,4.97E-11,0.000271998,8.38E-11,0.0122369,0.0104768,0.000560308,0.00112062,0.000118864,0,0,0.00832647,0.00168595,0.00168596,1.29E-09,0.00586066,0.00226732,0,0.00359334,0.000653062,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,0.849558,1.177082,461455,2806,63825,85199,11559,392033,0,172394,7796,339290,392033,410683,226146,44721,150125,155269,814470,0,0,903477,104040,254667,305300,66528,518505,500982,55699,458649,1553221,1070720,500982,0,0,0,560033,0,532822,244923,71957,0,0,215926,5,1,0,0,0,0,0,230836,64010,326757,103720,965418,597451,24022,781144,172577,81607,301356,1138114,1510753,456,253,690,487,0,31168,184625,207,42,165,184583,1477165,176756,53752,1037,85,230508,1122,831,291,229677,1844355,624748,19364,402278,20623
GigaBoomSEConfig-qurt.riscv,2,50,0.818366,0.00369551,0.0350293,0.0143907,0.00622689,0.00434506,0.000444151,0.000107935,0.000130606,7.17E-05,0.000107935,2.60E-05,0.00170932,0.00158601,0.0021686,0.001305,0.000492397,0.000165084,4.76E-05,0.0094055,0.00784926,0.000492333,0.000984666,0.000118864,0,0,0.00894567,0.00201152,0.001279,0.000732528,0.00537773,0.00153473,0.000705963,0.00313703,0.000414476,0.00101515,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.192497,0.838577,280857,646,40536,37689,1502,284745,151040,104237,14117,46097,334921,273667,151403,44103,59352,148262,389926,0,0,404836,54349,189308,162102,49688,358336,357889,46608,280211,700245,254606,201185,334293,172558,156704,216329,176613,360802,48560,26441,64465,24097,128636,3,1,8472,5388,0,0,0,79982,14287,118735,52941,373124,296609,143886,385858,82392,74972,257769,645000,768587,55,27,92,64,0,4096,87941,54,13,41,87927,703568,53803,47166,17,25,100969,42,28,14,100941,807766,340759,137474,155094,122633
GigaBoomSEConfig-recursion.riscv,2,51,0.818366,0.00369551,0.0330928,0.0157237,0.00811624,0.00415898,0.000367074,8.17E-05,0.000104385,5.59E-05,8.17E-05,4.33E-05,0.00155725,0.00144491,0.00196581,0.00158161,4.00E-09,0.000225705,6.75E-09,0.0077556,0.0065876,0.000362922,0.000725843,0.000118864,0,0,0.00752881,0.00165697,0.00165707,1.03E-07,0.00507708,0.00213204,0,0.00294504,0.000667968,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,0.911944,1.096558,5735,695,843,492,207,5230,0,1074,481,2112,5230,4668,1840,832,2364,235,8418,0,0,8954,1398,2084,2308,861,6492,6244,1014,5040,18914,9458,6244,0,0,0,7119,0,6712,1486,893,0,0,4328,3,1,0,0,0,0,0,308,1,1520,960,9183,6472,143886,7961,2255,216,4113,11981,15059,45,29,71,58,0,3648,2236,40,11,29,2224,17916,951,766,15,43,1717,58,42,16,1675,13752,7434,137474,5029,122633
GigaBoomSEConfig-rsort.riscv,2,52,0.818366,0.00369551,0.0490934,0.0124851,0.00585973,0.000986775,0.000109813,2.82E-05,3.42E-05,1.88E-05,2.82E-05,4.43E-07,0.00282673,0.00262282,0.00315496,0.00262543,7.97E-11,0.000371039,1.34E-10,0.0203677,0.0169705,0.00110599,0.00221197,0.000118864,0,0,0.0129668,0.00342669,0.00342669,2.06E-09,0.00811099,0.00355156,0,0.00455943,0.00130237,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,2.115254,0.472757,287722,3285,10252,10110,381,608605,0,227805,247,4263,608605,283684,300418,9775,62933,124813,614831,0,0,617431,10829,197068,301537,72809,610725,610424,10023,284437,1592154,617293,610424,0,0,0,696365,0,611250,228903,72928,0,0,309404,4,1,0,0,0,0,0,90201,11291,229204,73226,765123,530684,24022,614080,100896,27027,526464,863518,1226506,618,259,1013,654,0,41856,84323,220,46,174,84277,674758,157258,72613,398,1035,229871,1433,989,444,228882,1839412,760550,19364,528071,20623
GigaBoomSEConfig-rv64ua-ps-amoadd_d_200,2,53,0.818366,0.00369551,0.0225733,0.0110113,0.00385548,0.0036928,0.000584158,0.000151052,0.000181874,0.000100084,0.000151052,9.54E-08,0.00145221,0.00134745,0.00156388,0.00123101,4.24E-09,0.000174375,7.14E-09,0.00280101,0.00236886,0.000117636,0.000235272,0.000118864,0,0,0.00707817,0.00160584,0.00160595,1.10E-07,0.00468679,0.00205387,0,0.00263292,0.000658749,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.072576,0.932335,5415,68,192,1031,12,5807,0,400,1,133,5808,5323,1000,1002,511,3753,6028,0,0,6131,1032,4165,1006,601,5887,5886,1024,5347,17889,6077,5886,0,0,0,6629,0,5910,806,202,0,0,4900,0,0,0,0,0,0,0,398,0,406,607,6751,4700,8406,5955,688,3048,4606,11064,11906,5,3,11,9,0,576,1038,5,1,4,1036,8307,402,200,1,1,602,2,1,1,1001,8017,6700,8400,4662,11200
GigaBoomSEConfig-rv64ud-ps-fclass_200,2,54,0.818366,0.00369551,0.0423112,0.022044,0.00698539,0.00716606,0.00116453,0.000301348,0.000362255,0.000199492,0.000301348,8.91E-08,0.00344875,0.00319997,0.00348254,0.00257015,0.000333984,0.000381902,3.80E-05,7.92E-05,0,0,0,0.000118864,0,0,0.0165866,0.00398144,0.00342744,0.000554207,0.00983136,0.00356181,0.000818107,0.00545145,0.00153303,0.00111399,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,2.588478,0.386327,5798,121,196,2212,6,15007,4000,0,1,49,15008,5667,0,2202,1567,1763,15088,0,0,15158,2213,3535,0,0,15026,15025,2207,5677,33232,11091,11024,8002,4016,4001,16518,4001,15028,0,0,0,0,11025,0,0,0,0,0,0,0,0,0,0,0,15056,12844,2005,15063,2543,3,12806,20130,30124,6,2,10,6,0,384,2021,7,1,6,2020,16174,402,200,1,1,602,2,1,1,0,0,15031,2000,10818,2001
GigaBoomSEConfig-rv64ud-ps-move_200,2,55,0.818366,0.00369551,0.0357042,0.0162411,0.00633665,0.00294082,0.000491017,0.000127076,0.000152741,8.41E-05,0.000127076,6.76E-09,0.00331632,0.00307709,0.00317231,0.00216642,0.000433836,0.000358489,5.51E-05,7.92E-05,0,0,0,0.000118864,0,0,0.0160926,0.00391346,0.00323542,0.000678052,0.00950152,0.00361336,0.000676003,0.00521216,0.00155659,0.000994264,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,2.485259,0.402373,76454,1069,577,12304,25,179607,42800,0,1,1017,190008,75247,0,12202,11239,22250,191225,0,0,191517,12305,49726,0,0,190552,190551,12232,75385,444298,148851,147679,89961,43192,42872,221159,47088,190554,0,0,0,0,147679,0,0,0,0,0,0,0,0,0,0,0,166376,178838,34215,191116,34099,112,177806,250957,382188,61,21,103,63,0,4032,24228,64,3,61,24225,193885,402,200,1,1,602,2,1,1,0,0,165928,34042,147070,31250
GigaBoomSEConfig-rv64ud-ps-structural_200,2,56,0.818366,0.00369551,0.0432149,0.0252774,0.00862028,0.0106147,0.000840613,0.000201644,0.000242629,0.000133557,0.000201644,6.11E-05,0.0026571,0.00246542,0.00290626,0.00173943,0.000684989,0.000248442,7.49E-05,7.92E-05,0,0,0,0.000118864,0,0,0.0148332,0.00323048,0.00185145,0.00137913,0.00756084,0.00163969,0.00157146,0.00434969,0.000481602,0.0034335,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.99434,0.501419,11837,276,4410,3014,24,20806,14000,0,1401,62,23607,11541,0,4401,2751,4533,23727,0,0,23820,4421,6223,0,0,23636,23635,4401,11561,31796,9724,9635,39178,14008,14000,10594,25176,23638,0,0,0,0,9636,0,0,1400,0,0,0,0,0,0,0,0,20844,20646,8406,23677,4045,1,20606,34811,47358,14,5,24,15,0,960,5050,33,19,14,5030,40413,402,200,1,1,602,2,1,1,0,0,20835,8400,9435,11200
GigaBoomSEConfig-rv64ui-ps-add_200,2,57,0.818366,0.00369551,0.0344173,0.018538,0.00615804,0.00631794,0.000953199,0.000246684,0.000296522,0.000163298,0.000246684,1.18E-08,0.00260891,0.00242071,0.0028843,0.00239069,5.22E-10,0.000335119,8.80E-10,7.92E-05,0,0,0,0.000118864,0,0,0.0127968,0.00310154,0.00310155,1.35E-08,0.0079865,0.00366778,0,0.00431872,0.00158201,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.957575,0.510836,43936,329,3185,13724,32,86007,0,0,1,484,86008,43534,0,13602,396,17137,86578,0,0,86864,13725,29579,0,0,86126,86125,13630,43607,259135,86977,86125,0,0,0,129169,0,86147,0,0,0,0,86145,0,0,0,0,0,0,0,0,0,0,0,106432,72827,8406,86525,17365,40,72406,130026,173057,22,8,38,24,0,1536,13530,36,14,22,13516,108262,402,200,1,1,602,2,1,1,0,0,105955,8400,72496,11200
GigaBoomSEConfig-rv64ui-ps-auipc_200,2,58,0.818366,0.00369551,0.0385162,0.0244729,0.00639036,0.0122622,0.00105357,0.000245521,0.000295606,0.000162673,0.000245521,0.000104251,0.00243146,0.00225606,0.00217573,0.00173275,1.15E-08,0.000284461,1.95E-08,7.92E-05,0,0,0,0.000118864,0,0,0.0116695,0.00256392,0.00256422,2.99E-07,0.00750911,0.00343959,0,0.00406952,0.00146971,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.815803,0.550721,1987,70,604,615,7,3607,0,0,401,60,3608,1906,0,1002,61,744,3711,0,0,3768,1022,1236,0,0,3628,3627,1008,1917,10990,3729,3627,0,0,0,5427,0,3631,0,0,0,0,3629,0,0,0,0,0,0,0,0,0,0,0,3460,3047,8406,3672,749,3,3006,5574,7347,3,1,5,3,0,192,626,5,2,3,624,5011,402,200,1,1,602,2,1,1,0,0,3431,8400,3021,11200
GigaBoomSEConfig-rv64ui-ps-bne_200,2,59,0.818366,0.00369551,0.0424444,0.0267014,0.0074633,0.0123913,0.00176866,0.000457674,0.000550279,0.00030301,0.000457674,1.99E-08,0.00259296,0.00240591,0.00297163,0.00250357,8.86E-10,0.000309571,1.49E-09,7.92E-05,0,0,0,0.000118864,0,0,0.0125733,0.00289194,0.00289196,2.29E-08,0.00798341,0.00365755,0,0.00432586,0.00157121,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.938982,0.515735,25894,117,5914,14996,56,50207,0,0,1,836,50208,25645,0,14402,1283,10156,51350,0,0,51639,14997,15819,0,0,50411,50410,14473,25777,152159,51881,50410,0,0,0,75607,0,50461,0,0,0,0,50459,0,0,0,0,0,0,0,0,0,0,0,66060,36385,8406,51229,9888,75,35806,76689,102220,13,5,23,15,0,960,9639,35,22,13,9617,77125,402,200,1,1,602,2,1,1,0,0,64882,8400,35938,11200
GigaBoomSEConfig-rv64ui-ps-fence_i_200,2,60,0.818366,0.00369551,0.0308344,0.0202274,0.00122425,0.0142225,0.00168725,0.000436412,0.000525304,0.000289111,0.000436412,1.19E-08,0.00156346,0.00145067,0.00209666,0.00175533,5.29E-10,0.000182839,8.92E-10,0.000803528,0.000631904,3.08E-05,6.16E-05,0.000118864,0,0,0.00758794,0.00164294,0.00164296,1.37E-08,0.00514821,0.00217443,0,0.00297377,0.000670003,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.148576,0.870643,43365,76,23340,23874,238,49407,0,400,1,4937,49808,42655,1200,20602,22689,17582,56173,0,0,57136,23875,38895,1263,862,50943,50941,21003,43289,148644,59683,50941,0,0,0,53994,0,50955,402,862,0,0,49289,0,0,0,0,0,0,0,0,0,402,862,78082,30865,8406,55551,22852,395,28006,97204,110124,8,3,412,9,0,576,1573,406,1,405,1572,12989,401,800,2,800,1201,802,401,401,1198,9611,71142,8400,28677,11200
GigaBoomSEConfig-rv64ui-ps-jal_200,2,61,0.818366,0.00369551,0.0414026,0.0285038,0.00930487,0.0136032,0.0011681,0.000271946,0.000328001,0.000180356,0.000271946,0.000115853,0.00225558,0.00209286,0.00210525,0.00168662,1.28E-08,0.000260109,2.16E-08,7.92E-05,0,0,0,0.000118864,0,0,0.0105954,0.00237441,0.00237474,3.32E-07,0.00687746,0.00308308,0,0.00379438,0.00121676,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.682327,0.594415,1788,71,600,610,13,3007,0,0,401,37,3008,1705,0,1002,820,34,3075,0,0,3117,1015,843,0,0,3025,3024,1008,1717,8794,3083,3024,0,0,0,4043,0,3031,0,0,0,0,3029,0,0,0,0,0,0,0,0,0,0,0,3041,2429,8406,3051,813,39,2406,4750,6102,3,1,5,3,0,192,819,7,4,3,815,6555,401,800,2,800,1201,802,401,401,0,0,3029,8400,2418,11200
GigaBoomSEConfig-rv64ui-ps-jalr_200,2,62,0.818366,0.00369551,0.0372778,0.0224438,0.00703687,0.00955248,0.000940543,0.000213863,0.000257926,0.000141829,0.000213863,0.00011306,0.00250781,0.0023269,0.00242259,0.00194863,3.14E-09,0.00031547,5.29E-09,7.92E-05,0,0,0,0.000118864,0,0,0.0122133,0.00277074,0.00277082,8.11E-08,0.0077973,0.00356161,0,0.00423569,0.00151848,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.860287,0.537551,7315,81,839,1963,41,13607,0,0,1601,478,13608,7154,0,3402,373,2707,14445,0,0,14669,3636,4561,0,0,13772,13771,3440,7234,41812,14565,13771,0,0,0,20642,0,13787,0,0,0,0,13785,0,0,0,0,0,0,0,0,0,0,0,14336,12357,8406,14303,2941,39,11806,21240,28252,5,2,9,6,0,384,2571,8,3,5,2568,20573,401,800,2,800,1201,802,401,401,0,0,13791,8400,11936,11200
GigaBoomSEConfig-rv64ui-ps-lui_200,2,63,0.818366,0.00369551,0.0358476,0.0213327,0.00620659,0.00883599,0.00139116,0.000359912,0.000432829,0.000238313,0.000359912,1.93E-07,0.00250005,0.0023197,0.00238572,0.00194367,8.57E-09,0.000283542,1.45E-08,7.92E-05,0,0,0,0.000118864,0,0,0.011931,0.00260497,0.00260519,2.22E-07,0.00768549,0.00352631,0,0.00415918,0.00151378,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.87145,0.534345,2676,71,198,1218,6,5007,0,0,1,51,5008,2595,0,1202,60,1011,5098,0,0,5148,1219,1727,0,0,5027,5026,1207,2605,15177,5111,5026,0,0,0,7528,0,5028,0,0,0,0,5026,0,0,0,0,0,0,0,0,0,0,0,5260,3843,8406,5067,1024,3,3806,7654,10128,3,1,5,3,0,192,823,5,2,3,821,6587,401,800,2,800,1201,802,401,401,0,0,5230,8400,3820,11200
GigaBoomSEConfig-rv64ui-ps-lw_200,2,64,0.818366,0.00369551,0.0420463,0.0204017,0.00659367,0.00705283,0.00109296,0.000282834,0.000340021,0.000187242,0.000282834,2.47E-08,0.00289595,0.00268704,0.00259138,0.00209174,1.10E-09,0.000341149,1.85E-09,0.0053768,0.00456848,0.000243029,0.000486057,0.000118864,0,0,0.0135575,0.00308382,0.00308385,2.84E-08,0.00865326,0.00396035,0,0.00469291,0.00169368,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,2.172736,0.460249,20899,199,1388,7482,23,45407,0,4800,1,323,45408,20646,4800,7402,2450,8051,45840,0,0,46055,7483,13534,4800,0,45473,45472,7406,20700,132076,46055,45472,0,0,0,65779,0,45486,4801,0,0,0,40683,0,0,0,0,0,0,0,0,0,4824,0,43948,38317,8406,45777,7746,30,38006,64772,91516,13,5,23,15,0,960,6892,18,6,12,6886,55148,4800,800,6,800,4800,6,5,1,4795,38401,43661,8400,38067,11200
GigaBoomSEConfig-rv64ui-ps-ori_200,2,65,0.818366,0.00369551,0.0329201,0.0178428,0.00563677,0.00620097,0.000931093,0.00024092,0.000289708,0.000159517,0.00024092,2.97E-08,0.0025908,0.00240391,0.00241074,0.00194059,1.32E-09,0.000311667,2.22E-09,7.92E-05,0,0,0,0.000118864,0,0,0.0124684,0.00281584,0.00281587,3.41E-08,0.00795543,0.00364813,0,0.0043073,0.00157039,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.942765,0.51473,17402,168,1383,5303,24,33807,0,0,1,355,33808,17177,0,5202,235,6770,34241,0,0,34508,5304,12128,0,0,33877,33876,5213,17234,102034,34519,33876,0,0,0,50785,0,33884,0,0,0,0,33882,0,0,0,0,0,0,0,0,0,0,0,33979,28928,8406,34197,6859,32,28606,51340,68383,10,4,18,12,0,768,4900,15,5,10,4895,39210,4800,800,6,800,4800,6,5,1,0,0,33672,8400,28664,11200
GigaBoomSEConfig-rv64ui-ps-slli_200,2,66,0.818366,0.00369551,0.0336688,0.0182834,0.0055914,0.0065868,0.00103419,0.000267625,0.000321744,0.000177175,0.000267625,2.15E-08,0.00258925,0.00240247,0.0026335,0.00215666,9.56E-10,0.000318355,1.61E-09,7.92E-05,0,0,0,0.000118864,0,0,0.0125538,0.00291464,0.00291466,2.47E-08,0.00794268,0.00364456,0,0.00429812,0.00156969,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.941676,0.515019,24004,255,1384,8131,26,46607,0,0,1,408,46608,23686,0,8002,283,9306,47132,0,0,47387,8132,16722,0,0,46699,46698,8022,23749,140643,47425,46698,0,0,0,70021,0,46711,0,0,0,0,46709,0,0,0,0,0,0,0,0,0,0,0,52322,38971,8406,47068,9442,36,38606,70702,94095,14,5,24,15,0,960,6706,20,6,14,6700,53662,4800,800,6,800,4800,6,5,1,0,0,51914,8400,38677,11200
GigaBoomSEConfig-rv64ui-ps-slt_200,2,67,0.818366,0.00369551,0.0346457,0.0186948,0.00612785,0.00648184,0.000977746,0.000253038,0.000304155,0.000167503,0.000253038,1.21E-08,0.00260811,0.00241997,0.00293635,0.00244114,5.36E-10,0.000336723,9.03E-10,7.92E-05,0,0,0,0.000118864,0,0,0.0128165,0.00312444,0.00312445,1.39E-08,0.00798388,0.0036666,0,0.00431728,0.00158141,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.956988,0.510989,42825,325,3185,13722,31,83807,0,0,1,466,83808,42429,0,13602,354,16722,84363,0,0,84655,13723,28896,0,0,83925,83924,13627,42500,252502,84741,83924,0,0,0,125855,0,83943,0,0,0,0,83941,0,0,0,0,0,0,0,0,0,0,0,106011,70612,8406,84304,16904,39,70206,126703,168619,21,7,35,21,0,1344,13123,35,14,21,13109,105005,4800,800,6,800,4800,6,5,1,0,0,105551,8400,70298,11200
