config-benchmark,Config_ID,Bench_ID,Core.Area,Core.Leakage,Core.Dynamic,IFU.Dynamic,IC.Dynamic,BTB.Dynamic,BP.Dynamic,GP.Dynamic,L1_LP.Dynamic,L2_LP.Dynamic,Chooser.Dynamic,RAS.Dynamic,Inst_Buff.Dynamic,Inst_Dec.Dynamic,RNU.Dynamic,Int_RRAT.Dynamic,FP_RRAT.Dynamic,Free_List.Dynamic,FP_List.Dynamic,LSU.Dynamic,DC.Dynamic,LDQ.Dynamic,STQ.Dynamic,MMU.Dynamic,Itlb.Dynamic,Dtlb.Dynamic,EXU.Dynamic,RF.Dynamic,Int_RF.Dynamic,FP_RF.Dynamic,Ins_Sche.Dynamic,Inst_Win.Dynamic,FP_Win.Dynamic,ROB.Dynamic,Int_ALU.Dynamic,FPU.Dynamic,Com_ALU.Dynamic,Rslt_BB.Dynamic,fetchWidth,decodeWidth,FetchBufferEntry,RobEntrry,IntPhysRegister,FpPhysRegister,LdqEntry,StqEntry,BrCount,MemIssueWidth,IntIssueWidth,FpIssueWidth,DCacheWay,DCacheMSHR,DCacheTLBEntry,ICacheWay,ICacheTLBEntry,ICachefetchBytes,ipc_total,cpi_total,numCycles,idleCycles,BTBLookups,condPredicted,condIncorrect,int_insts,fp_insts,loads,function_calls,SquashedInsts,commitInsts,commit_per_cycle,commitRefs,branches,dec.RunCycles,dec.BlockedCycles,DecodedInsts,dtb.accesses,dtb.misses,fetch.Insts,fetch.Branches,fetch.Cycles,iew.exec_refs,iew.exec_stores,iew.ExecutedInsts,iew.wb_count,iew.exec_branches,iq.issued_per_cycle,int_inst_que_reads,int_inst_que_writes,int_inst_que_wakeup,fp_inst_que_reads,fp_inst_que_writes,fp_inst_que_wakeup,int_alu_accesses,fp_alu_accesses,FU_total,FU_MemRead,FU_MemWrite,FU_FpMemRead,FU_FpMemWrite,FU_IntAlu,FU_IntMult,FU_IntDiv,FU_FpMult,FU_FpDiv,fu_busy_cnt ,itb.accesses,itb.misses,mem.conflictLoads,mem.conflictStores,mem.insertLoads,mem.insertStores,int_rename_lookups,RenamedOperands,fp_rename_lookups,RenamedInsts,rename.RunCycles,rename.BlockCycles,rename.Maps,rob_reads,rob_writes,l2.accesses,l2.misses,l2.tags.refs,mem_ctrls.reads,mem_ctrls.writes,mem_ctrls.bytes_read,icache.accesses,icache.misses,icache.mshr_hits,icache.mshr_misses,icache.tags_refs,icache.tag_accesses,dcache.Reads,dcache.Writes,dcache.Readmisses,dcache.Writemisses,dcache.accesses,dcache.misses,dcache.mshr_hits,dcache.mshr_misses,dcache.tags_refs,dcache.tags_accesses,int_regfile_reads,fp_regfile_reads,int_regfile_writes,fp_regfile_writes
GigaBoomSEConfig-crc.riscv,2,19,0.818366,0.00369551,0.0356984,0.0158693,0.0081107,0.00370608,0.000426559,0.000105067,0.000128445,7.02E-05,0.000105067,1.78E-05,0.00183972,0.001707,0.00235233,0.00191963,4.28E-10,0.000274214,7.23E-10,0.00813311,0.00678416,0.000423235,0.00084647,0.000118864,0,0,0.00922484,0.00208155,0.00208157,1.11E-08,0.00617842,0.00255559,0,0.00362283,0.000838079,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.256388,0.795933,53540,917,6919,6793,686,67267,0,13963,1843,18958,67267,49889,21087,6977,17112,19110,91157,0,0,97774,9841,29154,22346,7350,73279,73187,7670,52623,210263,105222,73187,0,0,0,83386,0,74027,15210,7452,0,0,51360,3,1,0,0,0,0,0,13397,5167,17437,8963,104046,73454,763,89237,20375,6966,55009,134945,175186,79,38,133,92,0,5888,21696,65,17,48,21679,173616,9635,7124,12,143,16759,155,124,31,16635,134103,84308,662,60665,677
GigaBoomSEConfig-dhrystone.riscv,2,20,0.818366,0.00369551,0.0544993,0.0202692,0.00848783,0.00565938,0.000438133,9.64E-05,0.000116557,6.40E-05,9.64E-05,6.47E-05,0.00290714,0.00269743,0.00314858,0.00263252,1.29E-10,0.000357573,2.18E-10,0.0178023,0.0147777,0.0009818,0.0019636,0.000118864,0,0,0.0131604,0.00329992,0.00329993,3.34E-09,0.00835317,0.00367131,0,0.00468186,0.00138052,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,2.16279,0.462366,177621,4712,23108,21363,712,384157,0,102689,22240,5538,384157,171925,164294,42411,90970,31351,393009,0,0,396038,44612,93389,165412,61914,387123,386721,42879,172909,1016940,395346,386721,0,0,0,455687,0,388080,103697,62118,0,0,218704,3027,520,0,0,0,0,0,43455,10558,103859,62503,474504,307955,24022,391816,97558,10510,302381,543984,780389,493,238,794,539,0,34496,74987,350,79,271,74908,600167,57384,61605,62,1104,118989,1166,944,222,118045,952134,468210,19364,304523,20623
GigaBoomSEConfig-duff.riscv,2,21,0.818366,0.00369551,0.0319276,0.0118809,0.00631087,0.00215627,0.00030512,7.64E-05,9.54E-05,5.17E-05,7.64E-05,5.14E-06,0.00157138,0.00145802,0.00215668,0.00177054,5.18E-09,0.000227639,8.74E-09,0.0100985,0.00827068,0.00058286,0.00116572,0.000118864,0,0,0.0076727,0.00175738,0.00175751,1.34E-07,0.00509614,0.00213736,0,0.00295878,0.000692393,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,0.997967,1.002038,4426,827,398,383,93,4417,0,1595,44,1395,4417,3362,2316,297,1248,723,6465,0,0,6970,615,1647,2572,775,5059,4994,396,3599,14578,7245,4994,0,0,0,5695,0,5227,1823,843,0,0,2551,4,5,0,0,0,0,0,833,244,1930,1000,7972,4706,763,6211,1452,257,3443,9069,11863,52,27,88,63,0,4032,1274,49,12,37,1261,10228,951,721,12,37,1672,49,34,15,1638,13391,6367,662,3951,677
GigaBoomSEConfig-edn.riscv,2,22,0.818366,0.00369551,0.0538038,0.01593,0.0073942,0.00197155,0.000218052,5.59E-05,6.77E-05,3.72E-05,5.59E-05,1.41E-06,0.00325072,0.00301622,0.00378662,0.00318395,1.63E-10,0.000444186,2.75E-10,0.0191396,0.0155966,0.00115457,0.00230913,0.000118864,0,0,0.0148288,0.00404001,0.00404001,4.21E-09,0.00919361,0.00399498,0,0.00519863,0.00146836,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,2.408351,0.415222,140842,1600,9934,9767,433,339197,0,121677,384,9383,339197,137807,153450,9615,53212,44790,352685,0,0,357548,10478,84566,156081,31913,343647,342745,9817,139242,867863,358113,342745,0,0,0,384321,0,344091,124354,32000,0,0,173707,14028,1,0,0,0,0,0,53387,6848,125055,32687,454492,308523,763,351123,65169,5676,298193,465375,698613,216,95,345,224,0,14336,52118,124,20,104,52097,417047,71825,31773,184,352,103598,536,424,112,103174,828896,444248,662,301644,677
GigaBoomSEConfig-expint.riscv,2,23,0.818366,0.00369551,0.0211533,0.00829713,0.00424612,0.00178235,0.000198009,4.79E-05,5.93E-05,3.22E-05,4.79E-05,1.06E-05,0.00103296,0.000958445,0.0014343,0.00112902,1.84E-09,0.000146785,3.10E-09,0.00547652,0.0042983,0.000366327,0.000732654,0.000118864,0,0,0.00582652,0.00122537,0.00122542,4.75E-08,0.00385149,0.00174287,0,0.00210862,0.000622874,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,0.680388,1.46975,12487,857,750,696,127,8496,0,3077,256,1901,8496,11314,4168,798,1637,7182,11063,0,0,11746,1230,8307,4633,1205,9537,9468,941,11630,35848,12327,9468,0,0,0,14454,0,9694,3465,1246,0,0,4353,222,407,0,0,0,0,0,1731,681,3568,1419,14335,8629,763,10777,2147,5419,6863,21465,21113,51,28,84,64,0,4032,2535,50,11,39,2523,20318,1362,1091,12,15,2453,27,15,12,2438,19636,12647,662,7701,677
GigaBoomSEConfig-fac.riscv,2,24,0.818366,0.00369551,0.020576,0.0104154,0.00616009,0.00210133,0.000322389,7.60E-05,9.91E-05,5.26E-05,7.60E-05,1.86E-05,0.00090894,0.000843371,0.00134921,0.0010463,9.51E-09,0.000144401,1.60E-08,0.00394016,0.00327896,0.000193984,0.000387969,0.000118864,0,0,0.00475245,0.000911614,0.000911861,2.46E-07,0.00331142,0.00139995,0,0.00191146,0.000402633,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,0.366653,2.727376,2411,642,231,178,110,884,0,171,87,996,884,1583,305,146,697,166,2421,0,0,2896,516,605,562,228,1512,1458,256,1769,5264,2881,1458,0,0,0,1804,0,1647,365,271,0,0,993,16,1,0,0,0,0,0,38,1,372,311,2558,1705,763,2189,631,134,691,3459,3948,42,23,69,52,0,3200,664,31,2,29,661,5340,219,134,11,23,353,34,21,13,332,2837,1718,662,1164,677
GigaBoomSEConfig-fft.riscv,2,25,0.818366,0.00369551,0.0278104,0.0100177,0.00477679,0.00211319,0.000169124,3.76E-05,4.60E-05,2.51E-05,3.76E-05,2.28E-05,0.00149354,0.0013858,0.00192097,0.0010245,0.00054624,0.000136183,5.56E-05,0.00758856,0.0063895,0.000373275,0.000746549,0.000118864,0,0,0.0081643,0.00180023,0.00105518,0.000745053,0.00487311,0.00128238,0.000766113,0.00282461,0.000318922,0.00104525,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.015378,0.984855,201329,905,12314,9105,988,171525,108105,58718,8898,35512,204425,195299,86182,16451,33388,125388,247508,0,0,259131,20367,149647,95012,29589,224088,222941,17922,200424,430781,133110,109310,245605,142467,113631,119322,130357,225987,22536,12304,43484,17553,76024,3,1,7508,6805,0,0,0,39854,9428,69171,32414,209519,202530,114261,244461,44730,83980,169408,429374,485009,100,45,165,110,0,7040,48209,85,24,61,48185,385733,31439,27464,28,46,58903,74,35,39,58868,471263,192976,100235,96730,89409
GigaBoomSEConfig-fibonacci.riscv,2,26,0.818366,0.00369551,0.0430508,0.0188258,0.00922735,0.00418379,0.000299884,6.42E-05,8.04E-05,4.35E-05,6.42E-05,4.76E-05,0.00261199,0.00242357,0.00299595,0.00246061,2.64E-10,0.000376846,4.45E-10,0.00834061,0.00697856,0.000427601,0.000855201,0.000118864,0,0,0.0127695,0.00298591,0.00298592,6.82E-09,0.0082465,0.00359885,0,0.00464765,0.00141034,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.865635,0.536011,86972,609,10958,6269,1644,162258,0,20183,8012,23775,162258,82609,34594,13818,48408,10875,199821,0,0,207843,16885,43186,37375,14950,168945,168071,15002,86363,490263,209813,168071,0,0,0,227947,0,170731,23008,14963,0,0,132755,3,1,0,0,0,0,0,4223,296,23626,17551,215882,170573,114261,195210,51792,2168,142041,268546,375822,52,36,78,64,0,3968,40324,36,8,28,40315,322619,13035,14411,37,62,27446,99,75,24,27371,219592,185763,100235,147625,89409
GigaBoomSEConfig-fir2dim.riscv,2,27,0.818366,0.00369551,0.0377315,0.0144836,0.00726169,0.00308614,0.000424528,0.000106882,0.000132057,7.18E-05,0.000106882,6.88E-06,0.00188397,0.00174807,0.00240711,0.00179078,0.000201873,0.000235655,2.03E-05,0.011554,0.00965452,0.000606758,0.00121352,0.000118864,0,0,0.00916791,0.00209974,0.00183185,0.000268017,0.00590019,0.00216383,0.000306295,0.00343006,0.000665673,0.000375528,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.193429,0.837922,9466,781,1254,1184,200,10853,1742,3669,126,3164,11297,8156,5427,888,2578,2220,15829,0,0,16788,1649,4432,6135,1918,13057,12910,1150,8685,31773,14863,10912,4330,2830,1998,11710,2202,13403,3215,1759,1083,242,6293,4,4,150,0,0,0,0,2200,923,4453,2217,17227,11811,1986,15305,3341,592,8777,22436,29455,64,32,107,75,0,4800,3286,65,18,47,3267,26334,2454,1758,11,43,4212,54,37,17,4175,33713,14511,1606,8622,1564
GigaBoomSEConfig-fmref.riscv,2,28,0.818366,0.00369551,0.0310877,0.00986224,0.00451442,0.00204091,0.000175632,4.12E-05,4.98E-05,2.73E-05,4.12E-05,1.62E-05,0.00158312,0.00146892,0.00187785,0.00113144,0.000390475,0.000156194,4.13E-05,0.0108878,0.00921708,0.000530503,0.00106101,0.000118864,0,0,0.00834092,0.00189227,0.00129644,0.000595835,0.00499123,0.00155957,0.000558148,0.00287352,0.000431601,0.000899028,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.154264,0.866353,433465,1764,26320,22172,895,430741,183432,184930,13582,29095,500333,427285,244365,33785,60465,284055,538110,0,0,549826,37573,329630,250903,60430,514218,513276,35033,431701,1107311,353367,326355,429435,205588,186921,347669,241399,515738,108039,32390,82874,28336,187140,163,4,25648,4727,0,0,0,152073,41439,195105,63412,497311,448870,175658,534518,85748,138096,420695,939283,1063306,276,135,451,310,0,19840,98053,188,57,131,97995,784554,129050,59435,61,468,188485,529,383,146,188102,1508026,477813,166356,275019,157597
GigaBoomSEConfig-frac.riscv,2,29,0.818366,0.00369551,0.0354397,0.0130148,0.00719617,0.00209201,0.000389038,9.72E-05,0.000121473,6.57E-05,9.72E-05,7.37E-06,0.00169011,0.00156819,0.00242949,0.00148574,0.000522786,0.000206783,5.57E-05,0.0101992,0.00896407,0.00038529,0.00077058,0.000118864,0,0,0.00967741,0.00190427,0.0012691,0.00063524,0.00602974,0.00159738,0.000928201,0.00350416,0.00041816,0.00119845,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,0.715259,1.398095,15558,634,1560,1710,421,9848,5608,4471,222,13006,11128,12875,5600,893,4962,5000,27193,0,0,31167,3120,8006,9633,1726,19125,18712,1804,14924,38614,21799,10657,20040,15414,8055,12090,11550,19762,3805,1194,4306,624,6328,99,1,903,339,0,0,0,2998,397,8921,2591,23430,21548,8439,25858,5551,2432,9328,36648,50325,56,30,96,70,0,4480,5471,62,20,42,5451,43810,5634,1129,14,17,6763,31,17,14,6746,54118,16770,5533,9673,6518
GigaBoomSEConfig-h264_dec.riscv,2,30,0.818366,0.00369551,0.0430836,0.0137825,0.00590479,0.0027909,0.000302297,7.80E-05,9.39E-05,5.17E-05,7.80E-05,6.69E-07,0.00244069,0.00226462,0.00269339,0.00223162,1.09E-10,0.000303288,1.84E-10,0.0152912,0.0123224,0.000963168,0.00192634,0.000118864,0,0,0.0111976,0.00281797,0.00281798,2.82E-09,0.00716464,0.0031027,0,0.00406194,0.00108819,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.827293,0.547258,210738,1233,20317,20778,141,385080,0,134532,273,2600,385080,209098,191640,20794,28454,106714,388686,0,0,389823,21299,145566,192217,57222,386309,386173,20932,209505,1022314,390345,386173,0,0,0,426163,0,386559,135068,57292,0,0,190686,2061,1451,0,0,0,0,0,98027,43257,135204,57450,477227,310016,8439,388295,59223,29773,307451,592417,775768,477,217,752,492,0,31488,62389,106,34,72,62354,499183,61308,57108,139,1663,118416,1802,1397,405,117019,947733,474569,5533,308420,6518
GigaBoomSEConfig-hello_world.riscv,2,31,0.818366,0.00369551,0.0418903,0.0219377,0.0081181,0.00961063,0.000929326,0.000223047,0.000269856,0.000148177,0.000223047,6.52E-05,0.00166006,0.00154031,0.00199151,0.00163386,2.60E-10,0.000199162,4.38E-10,0.00999649,0.0086371,0.000426716,0.000853433,0.000118864,0,0,0.0078458,0.0017899,0.0017899,6.72E-09,0.00521424,0.00224502,0,0.00296922,0.000714876,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.191996,0.838929,88278,2420,27117,24491,954,105227,0,22271,11142,7593,105227,84262,35372,31291,46034,6418,117531,0,0,123884,37186,46925,36767,13235,108888,107898,31907,85858,313571,120444,107898,0,0,0,117277,0,110138,23826,13329,0,0,72770,3,1,0,0,0,0,0,798,200,24449,13621,147064,78930,8439,115480,45246,565,71977,193557,227242,170,80,284,194,0,12416,35630,172,37,135,35593,285175,22471,13101,28,65,35572,93,58,35,35514,284611,139221,5533,74473,6518
GigaBoomSEConfig-hello_world_large.riscv,2,32,0.818366,0.00369551,0.0433272,0.0226728,0.0082832,0.0100335,0.000959109,0.000230102,0.000277995,0.000152744,0.000230102,6.82E-05,0.00172096,0.00159681,0.00204662,0.00168298,1.10E-10,0.000205151,1.85E-10,0.0103844,0.00897469,0.000443504,0.000887009,0.000118864,0,0,0.00810453,0.00186078,0.00186078,2.83E-09,0.00537643,0.00231531,0,0.00306112,0.000740529,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.245606,0.802822,209478,2420,66717,60191,1854,260927,0,55271,27642,15993,260927,203662,87572,77791,112934,15418,286731,0,0,300584,90886,115325,90467,32435,268488,266298,79007,207058,766871,292944,266298,0,0,0,288277,0,270938,58626,32529,0,0,179270,3,1,0,0,0,0,0,1998,500,60149,33121,359464,192930,8439,282280,111246,1165,178477,471957,557242,170,80,284,194,0,12416,86930,172,37,135,86893,695575,55471,32301,28,65,87772,93,58,35,87714,702211,343521,5533,183673,6518
GigaBoomSEConfig-huff_dec.riscv,2,33,0.818366,0.00369551,0.0492828,0.0204162,0.00937245,0.00537145,0.000540491,0.00012973,0.000158459,8.66E-05,0.00012973,3.59E-05,0.00262082,0.00243176,0.003206,0.00267906,1.20E-10,0.000368449,2.02E-10,0.0132291,0.0108928,0.000752364,0.00150473,0.000118864,0,0,0.0123126,0.00303266,0.00303266,3.09E-09,0.0079813,0.00337459,0,0.00460672,0.00117184,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.743892,0.57343,191876,1078,36018,30134,2884,334611,0,92434,13348,75314,334611,180026,129787,36193,99119,26549,430202,0,0,440892,50977,95376,150912,43088,374745,370603,41646,190798,987359,485364,370603,0,0,0,417850,0,377936,108516,43995,0,0,225420,3,1,0,0,0,0,0,59885,16576,114282,48119,521345,345536,8439,422886,104892,9070,274413,576857,830636,300,119,492,311,0,19904,90371,77,13,64,90357,723031,59859,37353,69,552,97212,621,385,236,96827,777932,460959,5533,304584,6518
GigaBoomSEConfig-iir.riscv,2,34,0.818366,0.00369551,0.0301669,0.012312,0.00667009,0.00240964,0.000370081,9.25E-05,0.000116079,6.27E-05,9.25E-05,6.23E-06,0.00144355,0.00133942,0.00204012,0.00160751,5.95E-05,0.000208685,5.91E-06,0.00848747,0.00700665,0.000467192,0.000934383,0.000118864,0,0,0.00720843,0.00157234,0.00150991,6.28E-05,0.00483236,0.0019128,9.52E-05,0.00282437,0.000582325,9.46E-05,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,0.852917,1.172447,3651,636,424,377,104,3070,165,1033,44,1391,3114,2784,1537,240,910,577,5142,0,0,5674,620,1297,1795,569,3792,3732,345,3015,10772,5537,3543,426,391,189,3951,214,3961,1140,579,115,45,2024,4,4,23,0,0,0,0,700,256,1356,736,5968,3719,226,4917,1104,184,2414,7257,9243,50,25,84,59,0,3776,1091,50,14,36,1076,8763,653,504,16,25,1157,41,27,14,1130,9270,4529,136,2790,146
GigaBoomSEConfig-insertsort.riscv,2,35,0.818366,0.00369551,0.0305442,0.0120015,0.00689946,0.00175118,0.000415471,0.000103797,0.000130964,7.06E-05,0.000103797,6.34E-06,0.00148152,0.00137465,0.00219098,0.00179439,5.41E-09,0.000238084,9.12E-09,0.00864403,0.00746273,0.000367353,0.000734706,0.000118864,0,0,0.0075888,0.0016524,0.00165254,1.40E-07,0.00511794,0.00214508,0,0.00297286,0.000691673,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,0.762736,1.31107,4240,605,374,482,154,3234,0,874,52,2288,3234,3200,1269,193,1361,746,6503,0,0,7386,805,1544,1914,504,4521,4409,399,3635,13932,7839,4409,0,0,0,5450,0,4721,1447,598,0,0,2665,3,7,0,0,0,0,0,590,26,1588,772,7729,4819,226,6158,1359,437,2698,8632,11501,50,24,86,60,0,3840,1346,47,11,36,1335,10804,1089,395,17,22,1484,39,25,14,1459,11886,5542,136,3672,146
GigaBoomSEConfig-jfdctint.riscv,2,36,0.818366,0.00369551,0.025499,0.00848319,0.00495627,0.000851154,0.000126024,3.14E-05,3.96E-05,2.13E-05,3.14E-05,2.31E-06,0.00128147,0.00118903,0.0017867,0.00142947,2.45E-09,0.000198732,4.13E-09,0.00848372,0.00727806,0.000375472,0.000750943,0.000118864,0,0,0.00662649,0.00147691,0.00147697,6.33E-08,0.0044666,0.00186228,0,0.00260432,0.000556188,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,0.81218,1.231254,9376,923,352,320,107,7615,0,2210,42,2698,7615,8003,3226,237,1839,3553,11346,0,0,12834,540,4859,3781,1089,8815,8682,351,8453,27235,13140,8682,0,0,0,9691,0,9030,2787,1117,0,0,4842,214,69,0,0,0,0,0,1282,475,3032,1336,13586,9169,226,10927,2226,2100,6404,18139,21078,80,39,133,92,0,5888,2064,102,38,64,2026,16576,2179,1016,17,36,3195,53,37,16,3158,25576,10743,136,7381,146
GigaBoomSEConfig-levenshtein.riscv,2,37,0.818366,0.00369551,0.0524244,0.0199663,0.00925385,0.00440882,0.000416366,9.74E-05,0.000119713,6.53E-05,9.74E-05,3.67E-05,0.00301268,0.00279535,0.00363753,0.0030376,1.74E-10,0.00044144,2.94E-10,0.0144878,0.0120953,0.00077109,0.00154218,0.000118864,0,0,0.0142139,0.00361054,0.00361054,4.51E-09,0.00904451,0.00387172,0,0.00517279,0.00143205,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,2.076352,0.481614,131497,595,19893,15200,2089,273034,0,74433,9336,47733,273034,123718,94642,20576,68604,23463,337944,0,0,352355,27156,65984,104362,21201,294678,292366,22203,130902,779936,368561,292366,0,0,0,349949,0,297735,84748,21392,0,0,181490,10103,1,0,0,0,0,0,22338,2920,87950,23743,404025,293385,226,332213,74740,6600,241585,432688,648721,68,33,113,78,0,4992,61120,63,17,46,61102,489005,55574,20209,16,30,75783,46,23,23,75760,606287,355981,136,260304,146
GigaBoomSEConfig-lift.riscv,2,38,0.818366,0.00369551,0.0301441,0.0104574,0.0048809,0.00208363,0.000202487,4.97E-05,6.03E-05,3.31E-05,4.97E-05,9.68E-06,0.00166566,0.0015455,0.00205796,0.00167221,2.25E-11,0.000227263,3.80E-11,0.00920547,0.00764979,0.000492144,0.000984288,0.000118864,0,0,0.00830441,0.00198059,0.00198059,5.83E-10,0.00542327,0.00233129,0,0.00309198,0.000773762,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.217723,0.821205,1017696,1394,72678,62586,3181,1239272,0,306327,19064,108825,1239272,1000819,472053,75309,158735,622793,1369113,0,0,1418188,81941,760060,483686,166926,1271720,1271615,75549,1016302,3758726,1457001,1271615,0,0,0,1463373,0,1273985,318807,167008,0,0,788161,4,4,0,0,0,0,0,271990,123366,334012,177206,1726917,1121852,226,1361743,249907,301306,1017301,2342912,2711691,82,41,134,96,0,6080,249933,96,30,66,249902,1999529,191097,165726,9,42,356823,51,35,16,356788,2854600,1608145,136,1048362,146
GigaBoomSEConfig-lms.riscv,2,39,0.818366,0.00369551,0.0436754,0.0138879,0.00654763,0.00248211,0.000269167,6.82E-05,8.28E-05,4.54E-05,6.82E-05,4.52E-06,0.00233925,0.0021705,0.00282101,0.00202211,0.000328709,0.000277215,3.45E-05,0.0153706,0.0127477,0.000847878,0.00169576,0.000118864,0,0,0.011477,0.00286774,0.0023658,0.000501945,0.00699721,0.00248238,0.00050025,0.00401458,0.000842645,0.000642595,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.684641,0.593598,186169,870,16732,15691,840,291856,72092,132722,1630,25406,313628,181677,163612,15882,61708,81622,343896,0,0,352215,17822,121966,170581,31330,326472,325297,16203,185299,731084,280228,252265,147678,84278,73032,291529,74106,327299,103474,16454,36264,14980,133261,295,244,10019,326,0,0,0,56788,19521,143051,33430,381855,293609,63523,342996,73563,40524,268486,512105,681694,90,45,144,99,0,6336,61221,65,17,48,61203,489815,82016,30890,34,164,112906,198,156,42,112750,903290,363568,58608,221946,57947
GigaBoomSEConfig-ludcmp.riscv,2,40,0.818366,0.00369551,0.0278425,0.0103836,0.00403744,0.00337064,0.000443336,0.000112966,0.000138337,7.55E-05,0.000112966,3.52E-06,0.00127237,0.00118058,0.00194073,0.0015047,9.34E-05,0.000175779,8.34E-06,0.00872328,0.00764957,0.000331489,0.000662977,0.000118864,0,0,0.00667602,0.00137752,0.0012866,9.10E-05,0.0045324,0.00174952,0.000148687,0.00263419,0.000506024,0.000133283,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,0.746775,1.33909,16436,1191,2209,2231,249,12019,1076,2063,112,5918,12274,14273,5242,1784,3847,7717,20028,0,0,21857,2767,10769,6443,3345,15285,15033,2017,15245,45201,21355,13751,2707,2862,1282,15456,1357,15717,2596,3086,671,314,8245,435,4,91,24,0,0,0,1188,202,3739,3781,25260,13325,1601,19425,4233,1159,7423,32173,37364,400,201,609,410,0,26240,3158,68,9,59,3149,25323,2441,3179,14,2019,5620,2033,1692,341,3928,45301,20213,871,9040,966
GigaBoomSEConfig-matrix_mult.riscv,2,41,0.818366,0.00369551,0.0459406,0.0206268,0.00808547,0.00770515,0.00072718,0.000174036,0.000210495,0.000115598,0.000174036,5.30E-05,0.00209027,0.00193948,0.00250104,0.00208352,8.34E-11,0.000259031,1.41E-10,0.0127497,0.0109826,0.000562607,0.00112521,0.000118864,0,0,0.00994427,0.00237354,0.00237354,2.16E-09,0.00640315,0.00283251,0,0.00357064,0.00104079,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.539825,0.649424,274928,4123,57812,59564,2216,423341,0,86316,28215,15116,423341,267640,145194,83983,128343,44524,449955,0,0,458510,91183,152870,147478,59630,430258,429432,86116,270805,1235610,453614,429432,0,0,0,531756,0,431899,88275,59862,0,0,279613,1738,2347,0,0,0,0,0,1615,1170,88737,60278,583575,324579,1601,444323,133875,12107,308695,690662,880089,306,151,505,350,0,22400,111238,268,45,223,111193,890127,80540,58878,84,287,139418,371,288,83,139130,1115427,564964,871,313423,966
GigaBoomSEConfig-median.riscv,2,42,0.818366,0.00369551,0.0304722,0.0111124,0.0056383,0.00243195,0.000360637,9.04E-05,0.000111755,6.08E-05,9.04E-05,7.30E-06,0.00134981,0.00125243,0.00192616,0.0015548,6.00E-10,0.000212879,1.01E-09,0.0103056,0.00886946,0.000452306,0.000904612,0.000118864,0,0,0.00700916,0.00154917,0.00154919,1.55E-08,0.00474636,0.00196304,0,0.00278332,0.000586844,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,0.825244,1.211763,38259,2797,3871,4041,697,31573,0,12335,541,13804,31573,33398,15719,2901,8247,16135,50294,0,0,55490,5565,21900,19113,3647,38006,37477,3549,35462,116232,59261,37477,0,0,0,41724,0,38812,15663,4019,0,0,19114,5,1,0,0,0,0,0,8088,1072,17679,5089,60342,39694,24022,48518,10148,7659,25829,78041,92822,266,119,440,293,0,18752,10331,197,42,155,10289,82803,12877,3384,73,112,16261,185,74,111,16187,130199,46354,19364,31374,20623
